id,abstract
3008,"  In this paper we address the problem of electing a committee among a set of
$m$ candidates and on the basis of the preferences of a set of $n$ voters. We
consider the approval voting method in which each voter can approve as many
candidates as she/he likes by expressing a preference profile (boolean
$m$-vector). In order to elect a committee, a voting rule must be established
to `transform' the $n$ voters' profiles into a winning committee. The problem
is widely studied in voting theory; for a variety of voting rules the problem
was shown to be computationally difficult and approximation algorithms and
heuristic techniques were proposed in the literature. In this paper we follow
an Ordered Weighted Averaging approach and study the $k$-sum approval voting
(optimization) problem in the general case $1 \leq k <n$. For this problem we
provide different mathematical programming formulations that allow us to solve
it in an exact solution framework. We provide computational results showing
that our approach is efficient for medium-size test problems ($n$ up to 200,
$m$ up to 60) since in all tested cases it was able to find the exact optimal
solution in very short computational times.
"
9352,"  We study vortex patterns in a prototype nonlinear optical system:
counterpropagating laser beams in a photorefractive crystal, with or without
the background photonic lattice. The vortices are effectively planar and
described by the winding number and the ""flavor"" index, stemming from the fact
that we have two parallel beams propagating in opposite directions. The problem
is amenable to the methods of statistical field theory and generalizes the
Berezinsky-Kosterlitz-Thouless transition of the XY model to the ""two-flavor""
case. In addition to the familiar conductor and insulator phases, we also have
the perfect conductor (vortex proliferation in both beams/""flavors"") and the
frustrated insulator (energy costs of vortex proliferation and vortex
annihilation balance each other). In the presence of disorder in the background
lattice, a novel phase appears which shows long-range correlations and absence
of long-range order, thus being analogous to spin glasses. An important benefit
of this approach is that qualitative behavior of patterns can be known without
intensive numerical work over large areas of the parameter space. More
generally, we would like to draw attention to connections between the
(classical) pattern-forming systems in photorefractive optics and the methods
of (quantum) condensed matter and field theory: on one hand, we use the
field-theoretical methods (renormalization group, replica formalism) to analyze
the patterns; on the other hand, the observed phases are analogous to those
seen in magnetic systems, and make photorefractive optics a fruitful testing
ground for condensed matter systems. As an example, we map our system to a
doped $O(3)$ antiferromagnet with $\mathbb{Z}_2$ defects, which has the same
structure of the phase diagram.
"
17298,"  Pomsets are a model of concurrent computations introduced by Pratt. They can
provide a syntax-oblivious description of semantics of coordination models
based on asynchronous message-passing, such as Message Sequence Charts (MSCs).
In this paper, we study conditions that ensure a specification expressed as a
set of pomsets can be faithfully realised via communicating automata. Our main
contributions are (i) the definition of a realisability condition accounting
for termination soundness, (ii) conditions for global specifications with
""multi-threaded"" participants, and (iii) the definition of realisability
conditions that can be decided directly over pomsets. A positive by-product of
our approach is the efficiency gain in the verification of the realisability
conditions obtained when restricting to specific classes of choreographies
characterisable in term of behavioural types.
"
14983,"  Contributions of the CODALEMA/EXTASIS experiment to the 35th International
Cosmic Ray Conference, 12-20 July 2017, Busan, South Korea.
"
4877,"  We present the results of a Chandra X-ray survey of the 8 most massive galaxy
clusters at z>1.2 in the South Pole Telescope 2500 deg^2 survey. We combine
this sample with previously-published Chandra observations of 49 massive
X-ray-selected clusters at 0<z<0.1 and 90 SZ-selected clusters at 0.25<z<1.2 to
constrain the evolution of the intracluster medium (ICM) over the past ~10 Gyr.
We find that the bulk of the ICM has evolved self similarly over the full
redshift range probed here, with the ICM density at r>0.2R500 scaling like
E(z)^2. In the centers of clusters (r<0.1R500), we find significant deviations
from self similarity (n_e ~ E(z)^{0.1+/-0.5}), consistent with no redshift
dependence. When we isolate clusters with over-dense cores (i.e., cool cores),
we find that the average over-density profile has not evolved with redshift --
that is, cool cores have not changed in size, density, or total mass over the
past ~9-10 Gyr. We show that the evolving ""cuspiness"" of clusters in the X-ray,
reported by several previous studies, can be understood in the context of a
cool core with fixed properties embedded in a self similarly-evolving cluster.
We find no measurable evolution in the X-ray morphology of massive clusters,
seemingly in tension with the rapidly-rising (with redshift) rate of major
mergers predicted by cosmological simulations. We show that these two results
can be brought into agreement if we assume that the relaxation time after a
merger is proportional to the crossing time, since the latter is proportional
to H(z)^(-1).
"
19970,"  We define various height functions for motives over number fields. We compare
these height functions with classical height functions on algebraic varieties,
and also with analogous height functions for variations of Hodge structures on
curves over C. These comparisons provide new questions on motives over number
fields.
"
17222,"  We use 16 quarters of the \textit{Kepler} mission data to analyze the transit
timing variations (TTVs) of the extrasolar planet Kepler-46b (KOI-872). Our
dynamical fits confirm that the TTVs of this planet (period
$P=33.648^{+0.004}_{-0.005}$ days) are produced by a non-transiting planet
Kepler-46c ($P=57.325^{+0.116}_{-0.098}$ days). The Bayesian inference tool
\texttt{MultiNest} is used to infer the dynamical parameters of Kepler-46b and
Kepler-46c. We find that the two planets have nearly coplanar and circular
orbits, with eccentricities $\simeq 0.03$ somewhat higher than previously
estimated. The masses of the two planets are found to be
$M_{b}=0.885^{+0.374}_{-0.343}$ and $M_{c}=0.362^{+0.016}_{-0.016}$ Jupiter
masses, with $M_{b}$ being determined here from TTVs for the first time. Due to
the precession of its orbital plane, Kepler-46c should start transiting its
host star in a few decades from now.
"
11683,"  We revisit the problem of characterizing the eigenvalue distribution of the
Dirichlet-Laplacian on bounded open sets $\Omega\subset\mathbb{R}$ with fractal
boundaries. It is well-known from the results of Lapidus and Pomerance
\cite{LapPo1} that the asymptotic second term of the eigenvalue counting
function can be described in terms of the Minkowski content of the boundary of
$\Omega$ provided it exists. He and Lapidus \cite{HeLap2} discussed a
remarkable extension of this characterization to sets $\Omega$ with boundaries
that are not necessarily Minkowski measurable. They employed so-called
generalized Minkowski contents given in terms of gauge functions more general
than the usual power functions. The class of valid gauge functions in their
theory is characterized by some technical conditions, the geometric meaning and
necessity of which is not obvious. Therefore, it is not completely clear how
general the approach is and which sets $\Omega$ are covered. Here we revisit
these results and put them in the context of regularly varying functions. Using
Karamata theory, it is possible to get rid of most of the technical conditions
and simplify the proofs given by He and Lapidus, revealing thus even more of
the beauty of their results. Further simplifications arise from
characterization results for Minkowski contents obtained in \cite{RW13}. We
hope our new point of view on these spectral problems will initiate some
further investigations of this beautiful theory.
"
4757,"  This paper aims to bridge the affective gap between image content and the
emotional response of the viewer it elicits by using High-Level Concepts
(HLCs). In contrast to previous work that relied solely on low-level features
or used convolutional neural network (CNN) as a black-box, we use HLCs
generated by pretrained CNNs in an explicit way to investigate the
relations/associations between these HLCs and a (small) set of Ekman's
emotional classes. As a proof-of-concept, we first propose a linear admixture
model for modeling these relations, and the resulting computational framework
allows us to determine the associations between each emotion class and certain
HLCs (objects and places). This linear model is further extended to a nonlinear
model using support vector regression (SVR) that aims to predict the viewer's
emotional response using both low-level image features and HLCs extracted from
images. These class-specific regressors are then assembled into a regressor
ensemble that provide a flexible and effective predictor for predicting
viewer's emotional responses from images. Experimental results have
demonstrated that our results are comparable to existing methods, with a clear
view of the association between HLCs and emotional classes that is ostensibly
missing in most existing work.
"
7983,"  We analyze the evolution of Fe XII coronal plasma upflows from the edges of
ten active regions (ARs) as they cross the solar disk using the Hinode Extreme
Ultraviolet Imaging Spectrometer (EIS). Confirming the results of Demoulin et
al. (2013, Sol. Phys. 283, 341), we find that for each AR there is an observed
long term evolution of the upflows which is largely due to the solar rotation
progressively changing the viewpoint of dominantly stationary upflows. From
this projection effect, we estimate the unprojected upflow velocity and its
inclination to the local vertical. AR upflows typically fan away from the AR
core by 40 deg. to near vertical for the following polarity. The span of
inclination angles is more spread for the leading polarity with flows angled
from -29 deg. (inclined towards the AR center) to 28 deg. (directed away from
the AR). In addition to the limb-to-limb apparent evolution, we identify an
intrinsic evolution of the upflows due to coronal activity which is AR
dependent. Further, line widths are correlated with Doppler velocities only for
the few ARs having the largest velocities. We conclude that for the line widths
to be affected by the solar rotation, the spatial gradient of the upflow
velocities must be large enough such that the line broadening exceeds the
thermal line width of Fe XII. Finally, we find that upflows occurring in pairs
or multiple pairs is a common feature of ARs observed by Hinode/EIS, with up to
four pairs present in AR 11575. This is important for constraining the upflow
driving mechanism as it implies that the mechanism is not a local one occurring
over a single polarity. AR upflows originating from reconnection along
quasi-separatrix layers (QSLs) between over-pressure AR loops and neighboring
under-pressure loops is consistent with upflows occurring in pairs, unlike
other proposed mechanisms acting locally in one polarity.
"
20809,"  In this paper, we characterize several lower separation axioms $C_0, C_D$,
$C_R$, $C_N$, $\lambda$-space, nested, $S_{YS}$, $S_{YY}$, $S_{YS}$, and
$S_{\delta}$ using pre-order. To analyze topological properties of (resp.
dynamical systems) foliations, we introduce notions of topology (resp.
dynamical systems) for foliations. Then proper (resp. compact, minimal,
recurrent) foliations are characterized by separation axioms. Conversely, lower
separation axioms are interpreted into the condition for foliations and several
relations of them are described. Moreover, we introduce some notions for
topologies from dynamical systems and foliation theory.
"
5906,"  Storage and transmission in big data are discussed in this paper, where
message importance is taken into account. Similar to Shannon Entropy and Renyi
Entropy, we define non-parametric message important measure (NMIM) as a measure
for the message importance in the scenario of big data, which can characterize
the uncertainty of random events. It is proved that the proposed NMIM can
sufficiently describe two key characters of big data: rare events finding and
large diversities of events. Based on NMIM, we first propose an effective
compressed encoding mode for data storage, and then discuss the channel
transmission over some typical channel models. Numerical simulation results
show that using our proposed strategy occupies less storage space without
losing too much message importance, and there are growth region and saturation
region for the maximum transmission, which contributes to designing of better
practical communication system.
"
15366,"  A program schema defines a class of programs, all of which have identical
statement structure, but whose functions and predicates may differ. A schema
thus defines an entire class of programs according to how its symbols are
interpreted. A subschema of a schema is obtained from a schema by deleting some
of its statements. We prove that given a schema $S$ which is predicate-linear,
free and liberal, such that the true and false parts of every if predicate
satisfy a simple additional condition, and a slicing criterion defined by the
final value of a given variable after execution of any program defined by $S$,
the minimal subschema of $S$ which respects this slicing criterion contains all
the function and predicate symbols `needed' by the variable according to the
data dependence and control dependence relations used in program slicing, which
is the symbol set given by Weiser's static slicing algorithm. Thus this
algorithm gives predicate-minimal slices for classes of programs represented by
schemas satisfying our set of conditions. We also give an example to show that
the corresponding result with respect to the slicing criterion defined by
termination behaviour is incorrect. This complements a result by the authors in
which $S$ was required to be function-linear, instead of predicate-linear.
"
3487,"  We study Brauer's long-standing $k(B)$-conjecture on the number of characters
in $p$-blocks for finite quasi-simple groups and show that their blocks do not
occur as a minimal counterexample for $p\ge5$ nor in the case of abelian
defect. For $p=3$ we obtain that the principal 3-blocks do not provide minimal
counterexamples. We also determine the precise number of irreducible characters
in unipotent blocks of classical groups for odd primes.
"
64,"  Here we reveal details of the interaction between human lysozyme proteins,
both native and fibrils, and their water environment by intense terahertz time
domain spectroscopy. With the aid of a rigorous dielectric model, we determine
the amplitude and phase of the oscillating dipole induced by the THz field in
the volume containing the protein and its hydration water. At low
concentrations, the amplitude of this induced dipolar response decreases with
increasing concentration. Beyond a certain threshold, marking the onset of the
interactions between the extended hydration shells, the amplitude remains fixed
but the phase of the induced dipolar response, which is initially in phase with
the applied THz field, begins to change. The changes observed in the THz
response reveal protein-protein interactions me-diated by extended hydration
layers, which may control fibril formation and may have an important role in
chemical recognition phenomena.
"
18170,"  Private information retrieval (PIR) protocols make it possible to retrieve a
file from a database without disclosing any information about the identity of
the file being retrieved. These protocols have been rigorously explored from an
information-theoretic perspective in recent years. While existing protocols
strictly impose that no information is leaked on the file's identity, this work
initiates the study of the tradeoffs that can be achieved by relaxing the
requirement of perfect privacy. In case the user is willing to leak some
information on the identity of the retrieved file, we study how the PIR rate,
as well as the upload cost and access complexity, can be improved. For the
particular case of replicated servers, we propose two weakly-private
information retrieval schemes based on two recent PIR protocols and a family of
schemes based on partitioning. Lastly, we compare the performance of the
proposed schemes.
"
4631,"  We report on the optical and mechanical characterization of arrays of
parallel micromechanical membranes. Pairs of high-tensile stress, 100 nm-thick
silicon nitride membranes are assembled parallel with each other with
separations ranging from 8.5 to 200 $\mu$m. Their optical properties are
accurately determined using a combination of broadband and monochromatic
illuminations and the lowest vibrational mode frequencies and mechanical
quality factors are determined interferometrically. The results and techniques
demonstrated are promising for investigations of collective phenomena in
optomechanical arrays.
"
18166,"  This paper considers the scenario that multiple data owners wish to apply a
machine learning method over the combined dataset of all owners to obtain the
best possible learning output but do not want to share the local datasets owing
to privacy concerns. We design systems for the scenario that the stochastic
gradient descent (SGD) algorithm is used as the machine learning method because
SGD (or its variants) is at the heart of recent deep learning techniques over
neural networks. Our systems differ from existing systems in the following
features: {\bf (1)} any activation function can be used, meaning that no
privacy-preserving-friendly approximation is required; {\bf (2)} gradients
computed by SGD are not shared but the weight parameters are shared instead;
and {\bf (3)} robustness against colluding parties even in the extreme case
that only one honest party exists. We prove that our systems, while
privacy-preserving, achieve the same learning accuracy as SGD and hence retain
the merit of deep learning with respect to accuracy. Finally, we conduct
several experiments using benchmark datasets, and show that our systems
outperform previous system in terms of learning accuracies.
"
4931,"  Path planning in robotics often requires finding high-quality solutions to
continuously valued and/or high-dimensional problems. These problems are
challenging and most planning algorithms instead solve simplified
approximations. Popular approximations include graphs and random samples, as
respectively used by informed graph-based searches and anytime sampling-based
planners. Informed graph-based searches, such as A*, traditionally use
heuristics to search a priori graphs in order of potential solution quality.
This makes their search efficient but leaves their performance dependent on the
chosen approximation. If its resolution is too low then they may not find a
(suitable) solution but if it is too high then they may take a prohibitively
long time to do so. Anytime sampling-based planners, such as RRT*,
traditionally use random sampling to approximate the problem domain
incrementally. This allows them to increase resolution until a suitable
solution is found but makes their search dependent on the order of
approximation. Arbitrary sequences of random samples expand the approximation
in every direction and fill the problem domain but may be prohibitively
inefficient at containing a solution. This paper unifies and extends these two
approaches to develop Batch Informed Trees (BIT*), an informed, anytime
sampling-based planner. BIT* solves continuous path planning problems
efficiently by using sampling and heuristics to alternately approximate and
search the problem domain. Its search is ordered by potential solution quality,
as in A*, and its approximation improves indefinitely with additional
computational time, as in RRT*. It is shown analytically to be almost-surely
asymptotically optimal and experimentally to outperform existing sampling-based
planners, especially on high-dimensional planning problems.
"
5536,"  In a standard bifurcation of a dynamical system, the stationary points (or
more generally attractors) change qualitatively when varying a control
parameter. Here we describe a novel unusual effect, when the change of a
parameter, e.g. a growth rate, does not influence the stationary states, but
nevertheless leads to a qualitative change of dynamics. For instance, such a
dynamic transition can be between the convergence to a stationary state and a
strong increase without stationary states, or between the convergence to one
stationary state and that to a different state. This effect is illustrated for
a dynamical system describing two symbiotic populations, one of which exhibits
a growth rate larger than the other one. We show that, although the stationary
states of the dynamical system do not depend on the growth rates, the latter
influence the boundary of the basins of attraction. This change of the basins
of attraction explains this unusual effect of the quantitative change of
dynamics by growth rate variation.
"
8045,"  Generative adversarial networks (GANs) transform latent vectors into visually
plausible images. It is generally thought that the original GAN formulation
gives no out-of-the-box method to reverse the mapping, projecting images back
into latent space. We introduce a simple, gradient-based technique called
stochastic clipping. In experiments, for images generated by the GAN, we
precisely recover their latent vector pre-images 100% of the time. Additional
experiments demonstrate that this method is robust to noise. Finally, we show
that even for unseen images, our method appears to recover unique encodings.
"
4841,"  Modern neural networks tend to be overconfident on unseen, noisy or
incorrectly labelled data and do not produce meaningful uncertainty measures.
Bayesian deep learning aims to address this shortcoming with variational
approximations (such as Bayes by Backprop or Multiplicative Normalising Flows).
However, current approaches have limitations regarding flexibility and
scalability. We introduce Bayes by Hypernet (BbH), a new method of variational
approximation that interprets hypernetworks as implicit distributions. It
naturally uses neural networks to model arbitrarily complex distributions and
scales to modern deep learning architectures. In our experiments, we
demonstrate that our method achieves competitive accuracies and predictive
uncertainties on MNIST and a CIFAR5 task, while being the most robust against
adversarial attacks.
"
16848,"  Data warehouse performance is usually achieved through physical data
structures such as indexes or materialized views. In this context, cost models
can help select a relevant set ofsuch performance optimization structures.
Nevertheless, selection becomes more complex in the cloud. The criterion to
optimize is indeed at least two-dimensional, with monetary cost balancing
overall query response time. This paper introduces new cost models that fit
into the pay-as-you-go paradigm of cloud computing. Based on these cost models,
an optimization problem is defined to discover, among candidate views, those to
be materialized to minimize both the overall cost of using and maintaining the
database in a public cloud and the total response time ofa given query
workload. We experimentally show that maintaining materialized views is always
advantageous, both in terms of performance and cost.
"
10618,"  One of the essential prerequisites for detection of Earth-like extra-solar
planets or direct measurements of the cosmological expansion is the accurate
and precise wavelength calibration of astronomical spectrometers. It has
already been realized that the large number of exactly known optical
frequencies provided by laser frequency combs ('astrocombs') can significantly
surpass conventionally used hollow-cathode lamps as calibration light sources.
A remaining challenge, however, is generation of frequency combs with lines
resolvable by astronomical spectrometers. Here we demonstrate an astrocomb
generated via soliton formation in an on-chip microphotonic resonator
('microresonator') with a resolvable line spacing of 23.7 GHz. This comb is
providing wavelength calibration on the 10 cm/s radial velocity level on the
GIANO-B high-resolution near-infrared spectrometer. As such, microresonator
frequency combs have the potential of providing broadband wavelength
calibration for the next-generation of astronomical instruments in
planet-hunting and cosmological research.
"
14100,"  We make the case for studying the complexity of approximately simulating
(sampling) quantum systems for reasons beyond that of quantum computational
supremacy, such as diagnosing phase transitions. We consider the sampling
complexity as a function of time $t$ due to evolution generated by spatially
local quadratic bosonic Hamiltonians. We obtain an upper bound on the scaling
of $t$ with the number of bosons $n$ for which approximate sampling is
classically efficient. We also obtain a lower bound on the scaling of $t$ with
$n$ for which any instance of the boson sampling problem reduces to this
problem and hence implies that the problem is hard, assuming the conjectures of
Aaronson and Arkhipov [Proc. 43rd Annu. ACM Symp. Theory Comput. STOC '11].
This establishes a dynamical phase transition in sampling complexity. Further,
we show that systems in the Anderson-localized phase are always easy to sample
from at arbitrarily long times. We view these results in the light of
classifying phases of physical systems based on parameters in the Hamiltonian.
In doing so, we combine ideas from mathematical physics and computational
complexity to gain insight into the behavior of condensed matter, atomic,
molecular and optical systems.
"
358,"  A new Short-Orbit Spectrometer (SOS) has been constructed and installed
within the experimental facility of the A1 collaboration at Mainz Microtron
(MAMI), with the goal to detect low-energy pions. It is equipped with a
Browne-Buechner magnet and a detector system consisting of two helium-ethane
based drift chambers and a scintillator telescope made of five layers. The
detector system allows detection of pions in the momentum range of 50 - 147
MeV/c, which corresponds to 8.7 - 63 MeV kinetic energy. The spectrometer can
be placed at a distance range of 54 - 66 cm from the target center. Two
collimators are available for the measurements, one having 1.8 msr aperture and
the other having 7 msr aperture. The Short-Orbit Spectrometer has been
successfully calibrated and used in coincidence measurements together with the
standard magnetic spectrometers of the A1 collaboration.
"
16185,"  Many organisms repartition their proteome in a circadian fashion in response
to the daily nutrient changes in their environment. A striking example is
provided by cyanobacteria, which perform photosynthesis during the day to fix
carbon. These organisms not only face the challenge of rewiring their proteome
every 12 hours, but also the necessity of storing the fixed carbon in the form
of glycogen to fuel processes during the night. In this manuscript, we extend
the framework developed by Hwa and coworkers (Scott et al., Science 330, 1099
(2010)) for quantifying the relatinship between growth and proteome composition
to circadian metabolism. We then apply this framework to investigate the
circadian metabolism of the cyanobacterium Cyanothece, which not only fixes
carbon during the day, but also nitrogen during the night, storing it in the
polymer cyanophycin. Our analysis reveals that the need to store carbon and
nitrogen tends to generate an extreme growth strategy, in which the cells
predominantly grow during the day, as observed experimentally. This strategy
maximizes the growth rate over 24 hours, and can be quantitatively understood
by the bacterial growth laws. Our analysis also shows that the slow relaxation
of the proteome, arising from the slow growth rate, puts a severe constraint on
implementing this optimal strategy. Yet, the capacity to estimate the time of
the day, enabled by the circadian clock, makes it possible to anticipate the
daily changes in the environment and mount a response ahead of time. This
significantly enhances the growth rate by counteracting the detrimental effects
of the slow proteome relaxation.
"
20202,"  We study the critical behavior of a general contagion model where nodes are
either active (e.g. with opinion A, or functioning) or inactive (e.g. with
opinion B, or damaged). The transitions between these two states are determined
by (i) spontaneous transitions independent of the neighborhood, (ii)
transitions induced by neighboring nodes and (iii) spontaneous reverse
transitions. The resulting dynamics is extremely rich including limit cycles
and random phase switching. We derive a unifying mean-field theory.
Specifically, we analytically show that the critical behavior of systems whose
dynamics is governed by processes (i-iii) can only exhibit three distinct
regimes: (a) uncorrelated spontaneous transition dynamics (b) contact process
dynamics and (c) cusp catastrophes. This ends a long-standing debate on the
universality classes of complex contagion dynamics in mean-field and
substantially deepens its mathematical understanding.
"
20290,"  Many approaches for testing configurable software systems start from the same
assumption: it is impossible to test all configurations. This motivated the
definition of variability-aware abstractions and sampling techniques to cope
with large configuration spaces. Yet, there is no theoretical barrier that
prevents the exhaustive testing of all configurations by simply enumerating
them, if the effort required to do so remains acceptable. Not only this: we
believe there is lots to be learned by systematically and exhaustively testing
a configurable system. In this case study, we report on the first ever
endeavour to test all possible configurations of an industry-strength, open
source configurable software system, JHipster, a popular code generator for web
applications. We built a testing scaffold for the 26,000+ configurations of
JHipster using a cluster of 80 machines during 4 nights for a total of 4,376
hours (182 days) CPU time. We find that 35.70% configurations fail and we
identify the feature interactions that cause the errors. We show that sampling
strategies (like dissimilarity and 2-wise): (1) are more effective to find
faults than the 12 default configurations used in the JHipster continuous
integration; (2) can be too costly and exceed the available testing budget. We
cross this quantitative analysis with the qualitative assessment of JHipster's
lead developers.
"
3351,"  Complex computer simulators are increasingly used across fields of science as
generative models tying parameters of an underlying theory to experimental
observations. Inference in this setup is often difficult, as simulators rarely
admit a tractable density or likelihood function. We introduce Adversarial
Variational Optimization (AVO), a likelihood-free inference algorithm for
fitting a non-differentiable generative model incorporating ideas from
generative adversarial networks, variational optimization and empirical Bayes.
We adapt the training procedure of generative adversarial networks by replacing
the differentiable generative network with a domain-specific simulator. We
solve the resulting non-differentiable minimax problem by minimizing
variational upper bounds of the two adversarial objectives. Effectively, the
procedure results in learning a proposal distribution over simulator
parameters, such that the JS divergence between the marginal distribution of
the synthetic data and the empirical distribution of observed data is
minimized. We evaluate and compare the method with simulators producing both
discrete and continuous data.
"
6120,"  We study the dispersion of a point set, a notion closely related to the
discrepancy. Given a real $r\in (0,1)$ and an integer $d\geq 2$, let $N(r,d)$
denote the minimum number of points inside the $d$-dimensional unit cube
$[0,1]^d$ such that they intersect every axis-aligned box inside $[0,1]^d$ of
volume greater than $r$. We prove an upper bound on $N(r,d)$, matching a lower
bound of Aistleitner et al. up to a multiplicative constant depending only on
$r$. This fully determines the rate of growth of $N(r,d)$ if $r\in(0,1)$ is
fixed.
"
16047,"  We present a multi-wavelength compilation of new and previously-published
photometry for 55 Galactic field RR Lyrae variables. Individual studies,
spanning a time baseline of up to 30 years, are self-consistently phased to
produce light curves in 10 photometric bands covering the wavelength range from
0.4 to 4.5 microns. Data smoothing via the GLOESS technique is described and
applied to generate high-fidelity light curves, from which mean magnitudes,
amplitudes, rise-times, and times of minimum and maximum light are derived.
60,000 observations were acquired using the new robotic Three-hundred
MilliMeter Telescope (TMMT), which was first deployed at the Carnegie
Observatories in Pasadena, CA, and is now permanently installed and operating
at Las Campanas Observatory in Chile. We provide a full description of the TMMT
hardware, software, and data reduction pipeline. Archival photometry
contributed approximately 31,000 observations. Photometric data are given in
the standard Johnson UBV, Kron-Cousins RI, 2MASS JHK, and Spitzer [3.6] & [4.5]
bandpasses.
"
20600,"  In this paper, we propose a quality enhancement network for Versatile Video
Coding (VVC) compressed videos by jointly exploiting spatial details and
temporal structure (SDTS). The network consists of a temporal structure
prediction subnet and a spatial detail enhancement subnet. The former subnet is
used to estimate and compensate the temporal motion across frames, and the
spatial detail subnet is used to reduce the compression artifacts and enhance
the reconstruction quality of the VVC compressed video. Experimental results
demonstrate the effectiveness of our SDTS-based approach. It offers over
7.82$\%$ BD-rate saving on the common test video sequences and achieves the
state-of-the-art performance.
"
9584,"  We study the notion of consistency between a 3D shape and a 2D observation
and propose a differentiable formulation which allows computing gradients of
the 3D shape given an observation from an arbitrary view. We do so by
reformulating view consistency using a differentiable ray consistency (DRC)
term. We show that this formulation can be incorporated in a learning framework
to leverage different types of multi-view observations e.g. foreground masks,
depth, color images, semantics etc. as supervision for learning single-view 3D
prediction. We present empirical analysis of our technique in a controlled
setting. We also show that this approach allows us to improve over existing
techniques for single-view reconstruction of objects from the PASCAL VOC
dataset.
"
13703,"  We use the ab initio Bethe Ansatz dynamics to predict the dissociation of
one-dimensional cold-atom breathers that are created by a quench from a
fundamental soliton. We find that the dissociation is a robust quantum
many-body effect, while in the mean-field (MF) limit the dissociation is
forbidden by the integrability of the underlying nonlinear Schrödinger
equation. The analysis demonstrates the possibility to observe quantum
many-body effects without leaving the MF range of experimental parameters. We
find that the dissociation time is of the order of a few seconds for a typical
atomic-soliton setting.
"
9655,"  A map $f\colon K\to \mathbb R^d$ of a simplicial complex is an almost
embedding if $f(\sigma)\cap f(\tau)=\emptyset$ whenever $\sigma,\tau$ are
disjoint simplices of $K$.
Theorem. Fix integers $d,k\ge2$ such that $d=\frac{3k}2+1$.
(a) Assume that $P\ne NP$. Then there exists a finite $k$-dimensional complex
$K$ that does not admit an almost embedding in $\mathbb R^d$ but for which
there exists an equivariant map $\tilde K\to S^{d-1}$.
(b) The algorithmic problem of recognition almost embeddability of finite
$k$-dimensional complexes in $\mathbb R^d$ is NP hard.
The proof is based on the technique from the Matoušek-Tancer-Wagner paper
(proving an analogous result for embeddings), and on singular versions of the
higher-dimensional Borromean rings lemma and a generalized van Kampen--Flores
theorem.
"
10977,"  We develop a linear algebraic framework for the shape-from-shading problem,
because tensors arise when scalar (e.g. image) and vector (e.g. surface normal)
fields are differentiated multiple times. The work is in two parts. In this
first part we investigate when image derivatives exhibit invariance to changing
illumination by calculating the statistics of image derivatives under general
distributions on the light source. We computationally validate the hypothesis
that image orientations (derivatives) provide increased invariance to
illumination by showing (for a Lambertian model) that a shape-from-shading
algorithm matching gradients instead of intensities provides more accurate
reconstructions when illumination is incorrectly estimated under a flatness
prior.
"
9973,"  Exploratory testing is neither black nor white, but rather a continuum of
exploration exists. In this research we propose an approach for decision
support helping practitioners to distribute time between different degrees of
exploratory testing on that continuum. To make the continuum manageable, five
levels have been defined: freestyle testing, high, medium and low degrees of
exploration, and scripted testing. The decision support approach is based on
the repertory grid technique. The approach has been used in one company. The
method for data collection was focus groups. The results showed that the
proposed approach aids practitioners in the reflection of what exploratory
testing levels to use, and aligns their understanding for priorities of
decision criteria and the performance of exploratory testing levels in their
contexts. The findings also showed that the participating company, which is
currently conducting mostly scripted testing, should spend more time on testing
using higher degrees of exploration in comparison to scripted testing.
"
3860,"  In this paper we describe two fully mass conservative, energy stable, finite
difference methods on a staggered grid for the quasi-incompressible
Navier-Stokes-Cahn-Hilliard (q-NSCH) system governing a binary incompressible
fluid flow with variable density and viscosity. Both methods, namely the
primitive method (finite difference method in the primitive variable
formulation) and the projection method (finite difference method in a
projection-type formulation), are so designed that the mass of the binary fluid
is preserved, and the energy of the system equations is always non-increasing
in time at the fully discrete level. We also present an efficient, practical
nonlinear multigrid method - comprised of a standard FAS method for the
Cahn-Hilliard equation, and a method based on the Vanka-type smoothing strategy
for the Navier-Stokes equation - for solving these equations. We test the
scheme in the context of Capillary Waves, rising droplets and Rayleigh-Taylor
instability. Quantitative comparisons are made with existing analytical
solutions or previous numerical results that validate the accuracy of our
numerical schemes. Moreover, in all cases, mass of the single component and the
binary fluid was conserved up to 10 to -8 and energy decreases in time.
"
2151,"  Motivated by applications that arise in online social media and collaboration
networks, there has been a lot of work on community-search and team-formation
problems. In the former class of problems, the goal is to find a subgraph that
satisfies a certain connectivity requirement and contains a given collection of
seed nodes. In the latter class of problems, on the other hand, the goal is to
find individuals who collectively have the skills required for a task and form
a connected subgraph with certain properties.
In this paper, we extend both the community-search and the team-formation
problems by associating each individual with a profile. The profile is a
numeric score that quantifies the position of an individual with respect to a
topic. We adopt a model where each individual starts with a latent profile and
arrives to a conformed profile through a dynamic conformation process, which
takes into account the individual's social interaction and the tendency to
conform with one's social environment. In this framework, social tension arises
from the differences between the conformed profiles of neighboring individuals
as well as from differences between individuals' conformed and latent profiles.
Given a network of individuals, their latent profiles and this conformation
process, we extend the community-search and the team-formation problems by
requiring the output subgraphs to have low social tension. From the technical
point of view, we study the complexity of these problems and propose algorithms
for solving them effectively. Our experimental evaluation in a number of social
networks reveals the efficacy and efficiency of our methods.
"
